TITLE="Solution_n=29Re=100_DIAG=0_2RT_M=0.250.dat" VARIABLES="x", "y", "z", "u", "v", "w", "vmag" ZONE T="Solution_n=29Re=100_DIAG=0_2RT_M=0.250.dat" I=29 J=29 K=29 F=POINT
0.0000000000, 2.0000000000, 11.0000000000, 0.0000000000, 0.0000000000, 0.0000037579, 0.0000037579
0.0000000000, 2.0000000000, 12.0000000000, -0.0000000000, 0.0000000000, 0.0000042869, 0.0000042869
0.0000000000, 2.0000000000, 13.0000000000, 0.0000000000, -0.0000000000, 0.0000047715, 0.0000047715
0.0000000000, 2.0000000000, 14.0000000000, -0.0000000000, -0.0000000000, 0.0000051900, 0.0000051900
0.0000000000, 2.0000000000, 15.0000000000, 0.0000000000, 0.0000000000, 0.0000055216, 0.0000055216
0.0000000000, 2.0000000000, 16.0000000000, 0.0000000000, 0.0000000000, 0.0000057470, 0.0000057470
0.0000000000, 2.0000000000, 17.0000000000, 0.0000000000, -0.0000000000, 0.0000058489, 0.0000058489
0.0000000000, 2.0000000000, 18.0000000000, -0.0000000000, 0.0000000000, 0.0000058135, 0.0000058135
0.0000000000, 2.0000000000, 19.0000000000, 0.0000000000, -0.0000000000, 0.0000056317, 0.0000056317
0.0000000000, 2.0000000000, 20.0000000000, 0.0000000000, -0.0000000000, 0.0000053007, 0.0000053007
0.0000000000, 2.0000000000, 21.0000000000, 0.0000000000, 0.0000000000, 0.0000048274, 0.0000048274
0.0000000000, 2.0000000000, 22.0000000000, 0.0000000000, 0.0000000000, 0.0000042338, 0.0000042338
0.0000000000, 2.0000000000, 23.0000000000, 0.0000000000, -0.0000000000, 0.0000035676, 0.0000035676
0.0000000000, 2.0000000000, 24.0000000000, 0.0000000000, -0.0000000000, 0.0000029251, 0.0000029251
0.0000000000, 2.0000000000, 25.0000000000, 0.0000000000, -0.0000000000, 0.0000025037, 0.0000025037
0.0000000000, 2.0000000000, 26.0000000000, 0.0000000000, 0.0000000000, 0.0000027383, 0.0000027383
0.0000000000, 2.0000000000, 27.0000000000, 0.0000000000, 0.0000000000, 0.0000043723, 0.0000043723
0.0000000000, 2.0000000000, 28.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 3.0000000000, 0.0000000000, -0.0000000000, 0.0000000000, -0.0000000000, 0.0000000000
0.0000000000, 3.0000000000, 1.0000000000, 0.0000000000, 0.0000000000, -0.0000111944, 0.0000111944
0.0000000000, 3.0000000000, 2.0000000000, 0.0000000000, -0.0000000000, -0.0000035598, 0.0000035598
0.0000000000, 3.0000000000, 3.0000000000, 0.0000000000, -0.0000000000, -0.0000036534, 0.0000036534
0.0000000000, 3.0000000000, 4.0000000000, 0.0000000000, -0.0000000000, -0.0000044461, 0.0000044461
0.0000000000, 3.0000000000, 5.0000000000, 0.0000000000, -0.0000000000, -0.0000046712, 0.0000046712
0.0000000000, 3.0000000000, 6.0000000000, 0.0000000000, -0.0000000000, -0.0000043601, 0.0000043601
0.0000000000, 3.0000000000, 7.0000000000, -0.0000000000, -0.0000000000, -0.0000036892, 0.0000036892
0.0000000000, 3.0000000000, 8.0000000000, 0.0000000000, 0.0000000000, -0.0000028099, 0.0000028099
0.0000000000, 3.0000000000, 9.0000000000, 0.0000000000, 0.0000000000, -0.0000018344, 0.0000018344
0.0000000000, 3.0000000000, 10.0000000000, 0.0000000000, -0.0000000000, -0.0000008464, 0.0000008464
0.0000000000, 3.0000000000, 11.0000000000, 0.0000000000, 0.0000000000, 0.0000000890, 0.0000000890
0.0000000000, 3.0000000000, 12.0000000000, 0.0000000000, -0.0000000000, 0.0000009206, 0.0000009206
0.0000000000, 3.0000000000, 13.0000000000, 0.0000000000, 0.0000000000, 0.0000016071, 0.0000016071
0.0000000000, 3.0000000000, 14.0000000000, 0.0000000000, 0.0000000000, 0.0000021159, 0.0000021159
0.0000000000, 3.0000000000, 15.0000000000, 0.0000000000, 0.0000000000, 0.0000024225, 0.0000024225
0.0000000000, 3.0000000000, 16.0000000000, -0.0000000000, 0.0000000000, 0.0000025106, 0.0000025106
0.0000000000, 3.0000000000, 17.0000000000, 0.0000000000, -0.0000000000, 0.0000023734, 0.0000023734
0.0000000000, 3.0000000000, 18.0000000000, 0.0000000000, 0.0000000000, 0.0000020146, 0.0000020146
0.0000000000, 3.0000000000, 19.0000000000, 0.0000000000, -0.0000000000, 0.0000014517, 0.0000014517
0.0000000000, 3.0000000000, 20.0000000000, 0.0000000000, 0.0000000000, 0.0000007197, 0.0000007197
0.0000000000, 3.0000000000, 21.0000000000, -0.0000000000, 0.0000000000, -0.0000001219, 0.0000001219
0.0000000000, 3.0000000000, 22.0000000000, 0.0000000000, -0.0000000000, -0.0000009795, 0.0000009795
0.0000000000, 3.0000000000, 23.0000000000, 0.0000000000, 0.0000000000, -0.0000017088, 0.0000017088
0.0000000000, 3.0000000000, 24.0000000000, 0.0000000000, -0.0000000000, -0.0000020904, 0.0000020904
0.0000000000, 3.0000000000, 25.0000000000, 0.0000000000, -0.0000000000, -0.0000018072, 0.0000018072
0.0000000000, 3.0000000000, 26.0000000000, 0.0000000000, 0.0000000000, -0.0000006134, 0.0000006134
0.0000000000, 3.0000000000, 27.0000000000, 0.0000000000, 0.0000000000, -0.0000000877, 0.0000000877
0.0000000000, 3.0000000000, 28.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 4.0000000000, 0.0000000000, 0.0000000000, -0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 4.0000000000, 1.0000000000, 0.0000000000, -0.0000000000, -0.0000164391, 0.0000164391
0.0000000000, 4.0000000000, 2.0000000000, 0.0000000000, 0.0000000000, -0.0000109600, 0.0000109600
0.0000000000, 4.0000000000, 3.0000000000, 0.0000000000, -0.0000000000, -0.0000123866, 0.0000123866
0.0000000000, 4.0000000000, 4.0000000000, 0.0000000000, -0.0000000000, -0.0000143197, 0.0000143197
0.0000000000, 4.0000000000, 5.0000000000, 0.0000000000, -0.0000000000, -0.0000152259, 0.0000152259
0.0000000000, 4.0000000000, 6.0000000000, 0.0000000000, -0.0000000000, -0.0000151759, 0.0000151759
0.0000000000, 4.0000000000, 7.0000000000, 0.0000000000, 0.0000000000, -0.0000144555, 0.0000144555
0.0000000000, 4.0000000000, 8.0000000000, 0.0000000000, -0.0000000000, -0.0000133251, 0.0000133251
0.0000000000, 4.0000000000, 9.0000000000, 0.0000000000, 0.0000000000, -0.0000119915, 0.0000119915
0.0000000000, 4.0000000000, 10.0000000000, 0.0000000000, 0.0000000000, -0.0000106139, 0.0000106139
0.0000000000, 4.0000000000, 11.0000000000, 0.0000000000, 0.0000000000, -0.0000093141, 0.0000093141
0.0000000000, 4.0000000000, 12.0000000000, 0.0000000000, 0.0000000000, -0.0000081847, 0.0000081847
0.0000000000, 4.0000000000, 13.0000000000, -0.0000000000, 0.0000000000, -0.0000072942, 0.0000072942
0.0000000000, 4.0000000000, 14.0000000000, 0.0000000000, 0.0000000000, -0.0000066910, 0.0000066910
0.0000000000, 4.0000000000, 15.0000000000, 0.0000000000, 0.0000000000, -0.0000064052, 0.0000064052
0.0000000000, 4.0000000000, 16.0000000000, 0.0000000000, -0.0000000000, -0.0000064491, 0.0000064491
0.0000000000, 4.0000000000, 17.0000000000, 0.0000000000, 0.0000000000, -0.0000068163, 0.0000068163
0.0000000000, 4.0000000000, 18.0000000000, -0.0000000000, -0.0000000000, -0.0000074793, 0.0000074793
0.0000000000, 4.0000000000, 19.0000000000, 0.0000000000, 0.0000000000, -0.0000083851, 0.0000083851
0.0000000000, 4.0000000000, 20.0000000000, -0.0000000000, -0.0000000000, -0.0000094492, 0.0000094492
0.0000000000, 4.0000000000, 21.0000000000, 0.0000000000, 0.0000000000, -0.0000105464, 0.0000105464
0.0000000000, 4.0000000000, 22.0000000000, -0.0000000000, 0.0000000000, -0.0000114995, 0.0000114995
0.0000000000, 4.0000000000, 23.0000000000, -0.0000000000, -0.0000000000, -0.0000120659, 0.0000120659
0.0000000000, 4.0000000000, 24.0000000000, 0.0000000000, 0.0000000000, -0.0000119311, 0.0000119311
0.0000000000, 4.0000000000, 25.0000000000, 0.0000000000, -0.0000000000, -0.0000107677, 0.0000107677
0.0000000000, 4.0000000000, 26.0000000000, -0.0000000000, 0.0000000000, -0.0000086296, 0.0000086296
0.0000000000, 4.0000000000, 27.0000000000, 0.0000000000, -0.0000000000, -0.0000065064, 0.0000065064
0.0000000000, 4.0000000000, 28.0000000000, 0.0000000000, -0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 5.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 5.0000000000, 1.0000000000, 0.0000000000, -0.0000000000, -0.0000226653, 0.0000226653
0.0000000000, 5.0000000000, 2.0000000000, 0.0000000000, 0.0000000000, -0.0000207808, 0.0000207808
0.0000000000, 5.0000000000, 3.0000000000, 0.0000000000, 0.0000000000, -0.0000244351, 0.0000244351
0.0000000000, 5.0000000000, 4.0000000000, 0.0000000000, 0.0000000000, -0.0000278087, 0.0000278087
0.0000000000, 5.0000000000, 5.0000000000, 0.0000000000, 0.0000000000, -0.0000296536, 0.0000296536
0.0000000000, 5.0000000000, 6.0000000000, 0.0000000000, 0.0000000000, -0.0000301057, 0.0000301057
0.0000000000, 5.0000000000, 7.0000000000, 0.0000000000, 0.0000000000, -0.0000295493, 0.0000295493
0.0000000000, 5.0000000000, 8.0000000000, 0.0000000000, -0.0000000000, -0.0000283486, 0.0000283486
0.0000000000, 5.0000000000, 9.0000000000, 0.0000000000, -0.0000000000, -0.0000268028, 0.0000268028
0.0000000000, 5.0000000000, 10.0000000000, 0.0000000000, -0.0000000000, -0.0000251481, 0.0000251481
0.0000000000, 5.0000000000, 11.0000000000, -0.0000000000, -0.0000000000, -0.0000235659, 0.0000235659
0.0000000000, 5.0000000000, 12.0000000000, 0.0000000000, -0.0000000000, -0.0000221926, 0.0000221926
0.0000000000, 5.0000000000, 13.0000000000, 0.0000000000, -0.0000000000, -0.0000211271, 0.0000211271
0.0000000000, 5.0000000000, 14.0000000000, 0.0000000000, -0.0000000000, -0.0000204353, 0.0000204353
0.0000000000, 5.0000000000, 15.0000000000, -0.0000000000, -0.0000000000, -0.0000201543, 0.0000201543
0.0000000000, 5.0000000000, 16.0000000000, 0.0000000000, -0.0000000000, -0.0000202929, 0.0000202929
0.0000000000, 5.0000000000, 17.0000000000, 0.0000000000, 0.0000000000, -0.0000208306, 0.0000208306
0.0000000000, 5.0000000000, 18.0000000000, 0.0000000000, 0.0000000000, -0.0000217148, 0.0000217148
0.0000000000, 5.0000000000, 19.0000000000, 0.0000000000, 0.0000000000, -0.0000228552, 0.0000228552
0.0000000000, 5.0000000000, 20.0000000000, 0.0000000000, -0.0000000000, -0.0000241155, 0.0000241155
0.0000000000, 5.0000000000, 21.0000000000, 0.0000000000, 0.0000000000, -0.0000253034, 0.0000253034
0.0000000000, 5.0000000000, 22.0000000000, 0.0000000000, -0.0000000000, -0.0000261599, 0.0000261599
0.0000000000, 5.0000000000, 23.0000000000, 0.0000000000, -0.0000000000, -0.0000263513, 0.0000263513
0.0000000000, 5.0000000000, 24.0000000000, 0.0000000000, -0.0000000000, -0.0000254823, 0.0000254823
0.0000000000, 5.0000000000, 25.0000000000, 0.0000000000, 0.0000000000, -0.0000231850, 0.0000231850
0.0000000000, 5.0000000000, 26.0000000000, 0.0000000000, 0.0000000000, -0.0000192735, 0.0000192735
0.0000000000, 5.0000000000, 27.0000000000, 0.0000000000, 0.0000000000, -0.0000141813, 0.0000141813
0.0000000000, 5.0000000000, 28.0000000000, -0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 6.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 6.0000000000, 1.0000000000, 0.0000000000, 0.0000000000, -0.0000300209, 0.0000300209
0.0000000000, 6.0000000000, 2.0000000000, -0.0000000000, -0.0000000000, -0.0000326672, 0.0000326672
0.0000000000, 6.0000000000, 3.0000000000, -0.0000000000, 0.0000000000, -0.0000392469, 0.0000392469
0.0000000000, 6.0000000000, 4.0000000000, 0.0000000000, 0.0000000000, -0.0000445199, 0.0000445199
0.0000000000, 6.0000000000, 5.0000000000, -0.0000000000, -0.0000000000, -0.0000475858, 0.0000475858
0.0000000000, 6.0000000000, 6.0000000000, -0.0000000000, -0.0000000000, -0.0000487778, 0.0000487778
0.0000000000, 6.0000000000, 7.0000000000, 0.0000000000, 0.0000000000, -0.0000486011, 0.0000486011
0.0000000000, 6.0000000000, 8.0000000000, -0.0000000000, 0.0000000000, -0.0000475239, 0.0000475239
0.0000000000, 6.0000000000, 9.0000000000, 0.0000000000, 0.0000000000, -0.0000459350, 0.0000459350
0.0000000000, 6.0000000000, 10.0000000000, 0.0000000000, 0.0000000000, -0.0000441435, 0.0000441435
0.0000000000, 6.0000000000, 11.0000000000, 0.0000000000, 0.0000000000, -0.0000423883, 0.0000423883
0.0000000000, 6.0000000000, 12.0000000000, 0.0000000000, 0.0000000000, -0.0000408483, 0.0000408483
0.0000000000, 6.0000000000, 13.0000000000, 0.0000000000, -0.0000000000, -0.0000396518, 0.0000396518
0.0000000000, 6.0000000000, 14.0000000000, 0.0000000000, -0.0000000000, -0.0000388828, 0.0000388828
0.0000000000, 6.0000000000, 15.0000000000, 0.0000000000, -0.0000000000, -0.0000385854, 0.0000385854
0.0000000000, 6.0000000000, 16.0000000000, -0.0000000000, -0.0000000000, -0.0000387660, 0.0000387660
0.0000000000, 6.0000000000, 17.0000000000, 0.0000000000, 0.0000000000, -0.0000393915, 0.0000393915
0.0000000000, 6.0000000000, 18.0000000000, 0.0000000000, -0.0000000000, -0.0000403859, 0.0000403859
0.0000000000, 6.0000000000, 19.0000000000, 0.0000000000, 0.0000000000, -0.0000416236, 0.0000416236
0.0000000000, 6.0000000000, 20.0000000000, 0.0000000000, 0.0000000000, -0.0000429194, 0.0000429194
0.0000000000, 6.0000000000, 21.0000000000, -0.0000000000, -0.0000000000, -0.0000440177, 0.0000440177
0.0000000000, 6.0000000000, 22.0000000000, 0.0000000000, -0.0000000000, -0.0000445814, 0.0000445814
0.0000000000, 6.0000000000, 23.0000000000, -0.0000000000, 0.0000000000, -0.0000441865, 0.0000441865
0.0000000000, 6.0000000000, 24.0000000000, 0.0000000000, 0.0000000000, -0.0000423353, 0.0000423353
0.0000000000, 6.0000000000, 25.0000000000, 0.0000000000, 0.0000000000, -0.0000384888, 0.0000384888
0.0000000000, 6.0000000000, 26.0000000000, -0.0000000000, 0.0000000000, -0.0000321644, 0.0000321644
0.0000000000, 6.0000000000, 27.0000000000, 0.0000000000, -0.0000000000, -0.0000232355, 0.0000232355
0.0000000000, 6.0000000000, 28.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 7.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 7.0000000000, 1.0000000000, 0.0000000000, 0.0000000000, -0.0000385345, 0.0000385345
0.0000000000, 7.0000000000, 2.0000000000, 0.0000000000, 0.0000000000, -0.0000465042, 0.0000465042
0.0000000000, 7.0000000000, 3.0000000000, 0.0000000000, 0.0000000000, -0.0000565711, 0.0000565711
0.0000000000, 7.0000000000, 4.0000000000, 0.0000000000, -0.0000000000, -0.0000641496, 0.0000641496
0.0000000000, 7.0000000000, 5.0000000000, -0.0000000000, -0.0000000000, -0.0000687386, 0.0000687386
0.0000000000, 7.0000000000, 6.0000000000, -0.0000000000, 0.0000000000, -0.0000709096, 0.0000709096
0.0000000000, 7.0000000000, 7.0000000000, 0.0000000000, 0.0000000000, -0.0000713252, 0.0000713252
0.0000000000, 7.0000000000, 8.0000000000, 0.0000000000, 0.0000000000, -0.0000705657, 0.0000705657
0.0000000000, 7.0000000000, 9.0000000000, 0.0000000000, -0.0000000000, -0.0000691071, 0.0000691071
0.0000000000, 7.0000000000, 10.0000000000, -0.0000000000, 0.0000000000, -0.0000673275, 0.0000673275
0.0000000000, 7.0000000000, 11.0000000000, -0.0000000000, 0.0000000000, -0.0000655183, 0.0000655183
0.0000000000, 7.0000000000, 12.0000000000, -0.0000000000, -0.0000000000, -0.0000638975, 0.0000638975
0.0000000000, 7.0000000000, 13.0000000000, -0.0000000000, -0.0000000000, -0.0000626204, 0.0000626204
0.0000000000, 7.0000000000, 14.0000000000, 0.0000000000, 0.0000000000, -0.0000617878, 0.0000617878
0.0000000000, 7.0000000000, 15.0000000000, 0.0000000000, -0.0000000000, -0.0000614512, 0.0000614512
0.0000000000, 7.0000000000, 16.0000000000, -0.0000000000, 0.0000000000, -0.0000616155, 0.0000616155
0.0000000000, 7.0000000000, 17.0000000000, 0.0000000000, 0.0000000000, -0.0000622376, 0.0000622376
0.0000000000, 7.0000000000, 18.0000000000, 0.0000000000, 0.0000000000, -0.0000632213, 0.0000632213
0.0000000000, 7.0000000000, 19.0000000000, 0.0000000000, 0.0000000000, -0.0000644099, 0.0000644099
0.0000000000, 7.0000000000, 20.0000000000, 0.0000000000, 0.0000000000, -0.0000655744, 0.0000655744
0.0000000000, 7.0000000000, 21.0000000000, 0.0000000000, 0.0000000000, -0.0000664006, 0.0000664006
0.0000000000, 7.0000000000, 22.0000000000, 0.0000000000, 0.0000000000, -0.0000664754, 0.0000664754
0.0000000000, 7.0000000000, 23.0000000000, 0.0000000000, -0.0000000000, -0.0000652770, 0.0000652770
0.0000000000, 7.0000000000, 24.0000000000, 0.0000000000, 0.0000000000, -0.0000621684, 0.0000621684
0.0000000000, 7.0000000000, 25.0000000000, 0.0000000000, -0.0000000000, -0.0000564009, 0.0000564009
0.0000000000, 7.0000000000, 26.0000000000, 0.0000000000, 0.0000000000, -0.0000471504, 0.0000471504
0.0000000000, 7.0000000000, 27.0000000000, -0.0000000000, -0.0000000000, -0.0000336693, 0.0000336693
0.0000000000, 7.0000000000, 28.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 8.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 8.0000000000, 1.0000000000, 0.0000000000, 0.0000000000, -0.0000481573, 0.0000481573
0.0000000000, 8.0000000000, 2.0000000000, 0.0000000000, -0.0000000000, -0.0000621725, 0.0000621725
0.0000000000, 8.0000000000, 3.0000000000, 0.0000000000, -0.0000000000, -0.0000762169, 0.0000762169
0.0000000000, 8.0000000000, 4.0000000000, 0.0000000000, -0.0000000000, -0.0000864582, 0.0000864582
0.0000000000, 8.0000000000, 5.0000000000, 0.0000000000, 0.0000000000, -0.0000928499, 0.0000928499
0.0000000000, 8.0000000000, 6.0000000000, 0.0000000000, 0.0000000000, -0.0000962337, 0.0000962337
0.0000000000, 8.0000000000, 7.0000000000, 0.0000000000, 0.0000000000, -0.0000974478, 0.0000974478
0.0000000000, 8.0000000000, 8.0000000000, -0.0000000000, 0.0000000000, -0.0000971937, 0.0000971937
0.0000000000, 8.0000000000, 9.0000000000, -0.0000000000, 0.0000000000, -0.0000960347, 0.0000960347
0.0000000000, 8.0000000000, 10.0000000000, 0.0000000000, 0.0000000000, -0.0000944132, 0.0000944132
0.0000000000, 8.0000000000, 11.0000000000, 0.0000000000, -0.0000000000, -0.0000926688, 0.0000926688
0.0000000000, 8.0000000000, 12.0000000000, 0.0000000000, 0.0000000000, -0.0000910539, 0.0000910539
0.0000000000, 8.0000000000, 13.0000000000, -0.0000000000, 0.0000000000, -0.0000897478, 0.0000897478
0.0000000000, 8.0000000000, 14.0000000000, 0.0000000000, -0.0000000000, -0.0000888661, 0.0000888661
0.0000000000, 8.0000000000, 15.0000000000, 0.0000000000, 0.0000000000, -0.0000884679, 0.0000884679
0.0000000000, 8.0000000000, 16.0000000000, 0.0000000000, -0.0000000000, -0.0000885578, 0.0000885578
0.0000000000, 8.0000000000, 17.0000000000, 0.0000000000, 0.0000000000, -0.0000890850, 0.0000890850
